Section ID & Heading,Recommendation / Requirement,Normative Keyword,Subtheme
8.1.34.3 Certificate Properties,The signatureAlgorithmRef property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.3 Certificate Properties,The subjectPublicKeyRef property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.3 Certificate Properties,The certificateFormat property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.3 Certificate Properties,The certificateExtension property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The relatedCryptoMaterialProperties property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The type property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The id property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The state property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The algorithmRef property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The creationDate property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The activationDate property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The updateDate property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The expirationDate property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The value property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The size property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The format property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4 Related Cryptographic Material Properties,The securedBy property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: private-key.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: public-key.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: secret-key.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: key.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: ciphertext.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: signature.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: digest.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: initialization-vector.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: nonce.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: seed.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: salt.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: shared-secret.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: tag.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: additional-data.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: password.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: credential.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: token.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: other.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.1 relatedCryptoMaterialType,The type value Must be one of: unknown.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.3 State,The state property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4.3 State,The state value Must be one of: pre-activation.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.3 State,The state value Must be one of: active.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.3 State,The state value Must be one of: suspended.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.3 State,The state value Must be one of: deactivated.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.3 State,The state value Must be one of: compromised.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.3 State,The state value Must be one of: destroyed.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.4.12 Secured By,The mechanism property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4.12 Secured By,The algorithmRef property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4.13 Mechanism,The mechanism property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.4.14 Algorithm Reference,The algorithmRef property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5 Protocol Properties,The protocolProperties property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5 Protocol Properties,The type property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5 Protocol Properties,The version property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5 Protocol Properties,The cipherSuites property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5 Protocol Properties,The ikev2TransformTypes property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5 Protocol Properties,The cryptoRefArray property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5.1 Type,The type property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5.1 Type,The type value Must be one of: tls.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.1 Type,The type value Must be one of: ssh.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.1 Type,The type value Must be one of: ipsec.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.1 Type,The type value Must be one of: ike.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.1 Type,The type value Must be one of: sstp.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.1 Type,The type value Must be one of: wpa.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.1 Type,The type value Must be one of: other.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.1 Type,The type value Must be one of: unknown.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.3 Cipher Suites,Each item of this array must be a Cipher Suite object.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.4 Cipher Suite,The name property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5.4 Cipher Suite,The algorithms property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5.4 Cipher Suite,The identifiers property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5.6 Related Algorithms,Each item of the algorithms array must be a string.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.7 Cipher Suite Identifiers,Each item of this array must be a string.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.8 IKEv2 Transform Types,The encr property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5.8 IKEv2 Transform Types,The prf property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5.8 IKEv2 Transform Types,The integ property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5.8 IKEv2 Transform Types,The ke property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5.8 IKEv2 Transform Types,The esn property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5.8 IKEv2 Transform Types,The auth property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5.9 Encryption Algorithm (ENCR),The encr Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Cryptographic Asset Management (CBOM)
8.1.34.5.9 Encryption Algorithm (ENCR),Each item of this array must be a string.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.10 Pseudorandom Function (PRF),The prf Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Cryptographic Asset Management (CBOM)
8.1.34.5.10 Pseudorandom Function (PRF),Each item of this array must be a string.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.11 Integrity Algorithm (INTEG),The integ Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Cryptographic Asset Management (CBOM)
8.1.34.5.11 Integrity Algorithm (INTEG),Each item of this array must be a string.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.12 Key Exchange Method (KE),The ke Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Cryptographic Asset Management (CBOM)
8.1.34.5.12 Key Exchange Method (KE),Each item of this array must be a string.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.14 IKEv2 Authentication method,The auth Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Cryptographic Asset Management (CBOM)
8.1.34.5.14 IKEv2 Authentication method,Each item of this array must be a string.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.34.5.15 Cryptographic References,The cryptoRefArray property is Optional.,MAY,Cryptographic Asset Management (CBOM)
8.1.34.5.15 Cryptographic References,The cryptoRefArray Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Cryptographic Asset Management (CBOM)
8.1.34.5.15 Cryptographic References,Each item of this array must be a string.,REQUIRED,Cryptographic Asset Management (CBOM)
8.1.35 Properties,The properties property is Optional.,MAY,Extensibility via Properties
8.1.35 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,RECOMMENDED,Property Taxonomies
8.1.35 Properties,Formal registration is optional.,MAY,Property Taxonomies
8.1.35 Properties,Each item of this array must be a Lightweight name-value pair object.,REQUIRED,Extensibility via Properties
8.1.35 Properties,The name property is Required.,REQUIRED,Extensibility via Properties
8.1.35 Properties,The value property is Optional.,MAY,Extensibility via Properties
8.1.35.1.1 Name,The name property is Required.,REQUIRED,Extensibility via Properties
8.1.35.1.2 Value,The value property is Optional.,MAY,Extensibility via Properties
8.1.36 Tags,The tags property is Optional.,MAY,Descriptive Metadata
8.1.36 Tags,Each item of this array must be a string.,REQUIRED,Descriptive Metadata
8.1.37 Signature,The signature property is Optional.,MAY,Digital Signatures
8.1.37 Signature,All items must be unique.,REQUIRED,Digital Signatures
9 Services,The services property is Optional.,MAY,Root Object Model
9 Services,Each item of this array must be a Service object.,REQUIRED,Root Object Model
9.1 Service,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
9.1 Service,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
9.1 Service,The provider property is Optional.,MAY,Organizational Entity Definition
9.1 Service,The group property is Optional.,MAY,Component and Service Identification
9.1 Service,Whitespace and special characters should be avoided in the group property.,RECOMMENDED,Component and Service Identification
9.1 Service,The name property is Required.,REQUIRED,Component and Service Identification
9.1 Service,The version property is Optional.,MAY,Component and Service Identification
9.1 Service,The description property is Optional.,MAY,Descriptive Metadata
9.1 Service,The endpoints property is Optional.,MAY,Component and Service Definition
9.1 Service,The authenticated property is Optional.,MAY,Component and Service Definition
9.1 Service,The x-trust-boundary property is Optional.,MAY,Component and Service Definition
9.1 Service,The trustZone property is Optional.,MAY,Component and Service Definition
9.1 Service,The data property is Optional.,MAY,Data Components and Governance
9.1 Service,The licenses property is Optional.,MAY,Licensing and Copyright
9.1 Service,The externalReferences property is Optional.,MAY,External References
9.1 Service,The nested services property is Optional.,MAY,Component Assemblies (Nesting)
9.1 Service,The releaseNotes property is Optional.,MAY,Descriptive Metadata
