id,section,requirement,normative_force,initial_code,subtheme,theme,generator_consumer_axis,issue_focus,previous_single_subtheme
CDX-0575,8.1.34.2.1 primitive,The primitive value Must be one of: signature.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0576,8.1.34.2.1 primitive,The primitive value Must be one of: hash.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0577,8.1.34.2.1 primitive,The primitive value Must be one of: pke.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0578,8.1.34.2.1 primitive,The primitive value Must be one of: xof.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0579,8.1.34.2.1 primitive,The primitive value Must be one of: kdf.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0580,8.1.34.2.1 primitive,The primitive value Must be one of: key-agree.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0581,8.1.34.2.1 primitive,The primitive value Must be one of: kem.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0582,8.1.34.2.1 primitive,The primitive value Must be one of: ae.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0583,8.1.34.2.1 primitive,The primitive value Must be one of: combiner.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0584,8.1.34.2.1 primitive,The primitive value Must be one of: other.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0585,8.1.34.2.1 primitive,The primitive value Must be one of: unknown.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0586,8.1.34.2.3 Elliptic Curve,The curve property is Optional.,MAY,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0587,8.1.34.2.3 Elliptic Curve,CycloneDX recommends using curve names as defined at https://neuromancer.sk/std/.,RECOMMENDED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0588,8.1.34.2.4 Execution Environment,The executionEnvironment property is Optional.,MAY,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0589,8.1.34.2.4 Execution Environment,The executionEnvironment value Must be one of: software-plain-ram.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0590,8.1.34.2.4 Execution Environment,The executionEnvironment value Must be one of: software-encrypted-ram.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0591,8.1.34.2.4 Execution Environment,The executionEnvironment value Must be one of: software-tee.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0592,8.1.34.2.4 Execution Environment,The executionEnvironment value Must be one of: hardware.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0593,8.1.34.2.4 Execution Environment,The executionEnvironment value Must be one of: other.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0594,8.1.34.2.4 Execution Environment,The executionEnvironment value Must be one of: unknown.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0595,8.1.34.2.5 Implementation platform,The implementationPlatform property is Optional.,MAY,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0596,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: generic.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0597,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: x86_32.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0598,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: x86_64.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0599,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: armv7-a.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0600,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: armv7-m.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0601,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: armv8-a.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0602,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: armv8-m.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0603,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: armv9-a.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0604,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: armv9-m.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0605,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: s390x.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0606,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: ppc64.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0607,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: ppc64le.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0608,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: other.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0609,8.1.34.2.5 Implementation platform,The implementationPlatform value Must be one of: unknown.,REQUIRED,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
CDX-0610,8.1.34.2.6 Certification Level,The certificationLevel property is Optional.,MAY,cryptographic_asset_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Cryptographic Asset Management (CBOM)
